id_raw,compte_bancaire,pays,annee,type_de_localisation,acces_au_telephone,taille_du_menage,age,sexe,relation_avec_le_chef_de_famille,etat_civil,niveau_education,type_de_job,Group Age
246,Yes,Kenya,2018,Rural,Yes,1,33,Male,Head of Household,Célibataire,Tertiary education,Farming and Fishing,30-40
247,No,Kenya,2018,Urban,Yes,3,29,Female,Spouse,Marié(e),Secondary education,Remittance Dependent,20-30
248,No,Kenya,2018,Rural,No,6,71,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,70-80
249,No,Kenya,2018,Urban,Yes,9,26,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
250,No,Kenya,2018,Rural,No,4,23,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
251,Yes,Kenya,2018,Urban,Yes,1,27,Male,Head of Household,Célibataire,Tertiary education,Informally employed,20-30
252,No,Kenya,2018,Rural,Yes,9,23,Male,Other relative,Célibataire,Primary education,Informally employed,20-30
253,Yes,Kenya,2018,Urban,Yes,6,47,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,40-50
254,No,Kenya,2018,Rural,No,7,40,Female,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
255,No,Kenya,2018,Urban,No,4,17,Female,Other relative,Célibataire,Secondary education,Remittance Dependent,10-20
256,No,Kenya,2018,Rural,Yes,5,42,Female,Spouse,Marié(e),Primary education,Farming and Fishing,40-50
257,No,Kenya,2018,Rural,Yes,2,54,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,50-60
258,No,Kenya,2018,Rural,Yes,2,33,Male,Head of Household,Marié(e),Primary education,Remittance Dependent,30-40
259,No,Kenya,2018,Rural,Yes,2,52,Female,Head of Household,Marié(e),Primary education,Informally employed,50-60
260,No,Kenya,2018,Rural,Yes,4,57,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,50-60
261,No,Kenya,2018,Rural,Yes,4,42,Female,Spouse,Marié(e),Primary education,Self employed,40-50
262,No,Kenya,2018,Rural,Yes,1,24,Female,Head of Household,Célibataire,Primary education,Formally employed Private,20-30
263,No,Kenya,2018,Rural,Yes,5,32,Female,Head of Household,Marié(e),Primary education,Informally employed,30-40
264,No,Kenya,2018,Rural,Yes,4,55,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,50-60
265,No,Kenya,2018,Rural,No,6,66,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,60-70
266,No,Kenya,2018,Urban,Yes,5,49,Male,Head of Household,Marié(e),Primary education,Self employed,40-50
267,No,Kenya,2018,Rural,Yes,3,25,Male,Child,Célibataire,Secondary education,Informally employed,20-30
268,No,Kenya,2018,Rural,Yes,5,34,Female,Spouse,Marié(e),Secondary education,Farming and Fishing,30-40
269,No,Kenya,2018,Urban,Yes,1,85,Female,Head of Household,Veuf/Veuve,Primary education,Remittance Dependent,80+
270,No,Kenya,2018,Rural,Yes,3,31,Male,Child,Célibataire,Secondary education,Informally employed,30-40
271,No,Kenya,2018,Rural,Yes,7,32,Female,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
272,No,Kenya,2018,Rural,No,3,65,Female,Spouse,Marié(e),No formal education,Farming and Fishing,60-70
273,No,Kenya,2018,Urban,Yes,5,30,Female,Spouse,Marié(e),Primary education,Remittance Dependent,20-30
274,No,Kenya,2018,Rural,Yes,3,46,Male,Spouse,Marié(e),Secondary education,Self employed,40-50
275,No,Kenya,2018,Urban,Yes,1,29,Male,Head of Household,Célibataire,Secondary education,Informally employed,20-30
276,Yes,Kenya,2018,Urban,Yes,3,33,Female,Head of Household,Marié(e),Secondary education,Remittance Dependent,30-40
277,Yes,Kenya,2018,Urban,Yes,2,29,Female,Spouse,Marié(e),Tertiary education,Self employed,20-30
278,No,Kenya,2018,Rural,Yes,7,28,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
279,Yes,Kenya,2018,Urban,Yes,2,30,Male,Head of Household,Marié(e),Tertiary education,Self employed,20-30
280,No,Kenya,2018,Rural,Yes,5,43,Female,Spouse,Marié(e),No formal education,Informally employed,40-50
281,No,Kenya,2018,Rural,Yes,5,21,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
282,No,Kenya,2018,Rural,No,6,16,Male,Child,Célibataire,Primary education,Other Income,10-20
283,No,Kenya,2018,Rural,Yes,5,56,Female,Head of Household,Marié(e),No formal education,Informally employed,50-60
284,Yes,Kenya,2018,Urban,Yes,3,44,Female,Spouse,Marié(e),Secondary education,Remittance Dependent,40-50
285,No,Kenya,2018,Rural,Yes,2,57,Male,Head of Household,Marié(e),Primary education,Self employed,50-60
286,No,Kenya,2018,Rural,Yes,6,38,Female,Head of Household,Marié(e),Primary education,Informally employed,30-40
287,No,Kenya,2018,Urban,Yes,1,30,Female,Head of Household,Marié(e),Primary education,Remittance Dependent,20-30
288,No,Kenya,2018,Rural,Yes,7,46,Female,Head of Household,Célibataire,No formal education,Farming and Fishing,40-50
289,No,Kenya,2018,Rural,Yes,4,29,Female,Head of Household,Marié(e),Primary education,Self employed,20-30
290,No,Kenya,2018,Urban,Yes,6,24,Male,Child,Célibataire,Tertiary education,Remittance Dependent,20-30
291,No,Kenya,2018,Urban,Yes,3,32,Male,Child,Célibataire,Primary education,Informally employed,30-40
292,No,Kenya,2018,Rural,Yes,1,57,Male,Head of Household,Divorcé(e),Primary education,Informally employed,50-60
293,No,Kenya,2018,Urban,Yes,3,69,Male,Head of Household,Marié(e),Primary education,Formally employed Private,60-70
294,No,Kenya,2018,Rural,No,2,80,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
295,No,Kenya,2018,Urban,Yes,5,31,Female,Spouse,Marié(e),Primary education,Remittance Dependent,30-40
296,No,Kenya,2018,Rural,Yes,7,35,Female,Spouse,Marié(e),No formal education,Farming and Fishing,30-40
297,No,Kenya,2018,Urban,Yes,5,52,Female,Spouse,Marié(e),No formal education,Informally employed,50-60
298,No,Kenya,2018,Urban,Yes,2,26,Female,Spouse,Marié(e),Vocational/Specialised training,Farming and Fishing,20-30
299,No,Kenya,2018,Urban,Yes,3,35,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,30-40
300,Yes,Kenya,2018,Rural,Yes,4,42,Female,Spouse,Marié(e),Secondary education,Formally employed Government,40-50
301,No,Kenya,2018,Rural,Yes,4,68,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,60-70
302,No,Kenya,2018,Rural,No,6,55,Female,Spouse,Marié(e),Primary education,Farming and Fishing,50-60
303,No,Kenya,2018,Rural,Yes,7,35,Female,Spouse,Marié(e),Primary education,Remittance Dependent,30-40
304,No,Kenya,2018,Urban,Yes,6,27,Female,Spouse,Marié(e),Primary education,Self employed,20-30
305,Yes,Kenya,2018,Rural,Yes,1,25,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
306,No,Kenya,2018,Rural,Yes,6,56,Female,Spouse,Célibataire,Primary education,Farming and Fishing,50-60
307,No,Kenya,2018,Rural,No,7,30,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
308,Yes,Kenya,2018,Urban,Yes,2,23,Male,Other relative,Célibataire,Tertiary education,Informally employed,20-30
309,Yes,Kenya,2018,Urban,Yes,4,40,Male,Head of Household,Marié(e),Tertiary education,Formally employed Private,30-40
310,Yes,Kenya,2018,Urban,Yes,5,32,Male,Head of Household,Marié(e),Secondary education,Formally employed Private,30-40
311,Yes,Kenya,2018,Rural,Yes,4,45,Male,Head of Household,Marié(e),Vocational/Specialised training,Formally employed Government,40-50
312,No,Kenya,2018,Rural,No,7,16,Female,Child,Célibataire,Primary education,Remittance Dependent,10-20
313,No,Kenya,2018,Rural,Yes,6,47,Male,Head of Household,Veuf/Veuve,Primary education,Informally employed,40-50
314,Yes,Kenya,2018,Urban,Yes,4,63,Male,Head of Household,Marié(e),Secondary education,Self employed,60-70
315,No,Kenya,2018,Urban,Yes,6,47,Male,Head of Household,Célibataire,Primary education,Self employed,40-50
316,Yes,Kenya,2018,Urban,Yes,1,24,Female,Head of Household,Marié(e),Secondary education,Formally employed Government,20-30
317,Yes,Kenya,2018,Rural,Yes,1,45,Male,Head of Household,Divorcé(e),Secondary education,Farming and Fishing,40-50
318,No,Kenya,2018,Rural,Yes,6,41,Female,Spouse,Marié(e),No formal education,Farming and Fishing,40-50
319,Yes,Kenya,2018,Urban,Yes,4,22,Female,Head of Household,Marié(e),No formal education,Remittance Dependent,20-30
320,No,Kenya,2018,Rural,Yes,6,49,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
321,Yes,Kenya,2018,Rural,No,9,42,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,40-50
322,No,Kenya,2018,Urban,Yes,2,28,Female,Head of Household,Célibataire,Primary education,Self employed,20-30
323,No,Kenya,2018,Rural,Yes,4,19,Female,Child,Célibataire,Primary education,Remittance Dependent,10-20
324,No,Kenya,2018,Rural,Yes,2,57,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,50-60
325,No,Kenya,2018,Rural,Yes,2,68,Male,Head of Household,Marié(e),Primary education,Informally employed,60-70
326,No,Kenya,2018,Urban,No,7,70,Female,Head of Household,Veuf/Veuve,No formal education,Other Income,60-70
327,No,Kenya,2018,Rural,No,2,63,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
328,Yes,Kenya,2018,Rural,Yes,3,24,Male,Head of Household,Marié(e),Primary education,Self employed,20-30
329,No,Kenya,2018,Urban,No,5,48,Female,Spouse,Marié(e),Primary education,Farming and Fishing,40-50
330,No,Kenya,2018,Rural,Yes,9,43,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,40-50
331,No,Kenya,2018,Rural,No,6,31,Female,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
332,Yes,Kenya,2018,Urban,Yes,3,48,Male,Head of Household,Marié(e),Vocational/Specialised training,Formally employed Government,40-50
333,No,Kenya,2018,Urban,No,6,58,Male,Head of Household,Marié(e),No formal education,Remittance Dependent,50-60
334,No,Kenya,2018,Urban,Yes,5,44,Female,Spouse,Marié(e),Vocational/Specialised training,Remittance Dependent,40-50
335,No,Kenya,2018,Urban,Yes,2,25,Male,Head of Household,Marié(e),Primary education,Formally employed Private,20-30
336,No,Kenya,2018,Rural,Yes,8,61,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,60-70
337,No,Kenya,2018,Rural,Yes,6,50,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,40-50
338,No,Kenya,2018,Rural,No,4,52,Female,Head of Household,Marié(e),No formal education,Informally employed,50-60
339,No,Kenya,2018,Rural,No,1,72,Male,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,70-80
340,Yes,Kenya,2018,Rural,Yes,4,31,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
341,No,Kenya,2018,Rural,No,2,95,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,80+
342,No,Kenya,2018,Rural,No,2,75,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,70-80
343,Yes,Kenya,2018,Urban,Yes,3,31,Male,Head of Household,Marié(e),Vocational/Specialised training,Formally employed Government,30-40
344,No,Kenya,2018,Urban,Yes,1,23,Male,Head of Household,Divorcé(e),Primary education,Informally employed,20-30
345,No,Kenya,2018,Rural,Yes,2,72,Male,Head of Household,Marié(e),No formal education,Remittance Dependent,70-80
346,Yes,Kenya,2018,Urban,Yes,3,46,Male,Head of Household,Veuf/Veuve,Tertiary education,Formally employed Government,40-50
347,No,Kenya,2018,Rural,Yes,6,34,Male,Head of Household,Marié(e),Secondary education,Informally employed,30-40
348,No,Kenya,2018,Rural,Yes,6,27,Female,Spouse,Marié(e),Secondary education,Farming and Fishing,20-30
349,No,Kenya,2018,Urban,Yes,12,23,Female,Child,Célibataire,Secondary education,Self employed,20-30
350,No,Kenya,2018,Rural,Yes,2,31,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
351,Yes,Kenya,2018,Urban,Yes,1,27,Female,Head of Household,Célibataire,Secondary education,Self employed,20-30
352,No,Kenya,2018,Rural,Yes,4,24,Female,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
353,Yes,Kenya,2018,Urban,Yes,7,45,Male,Head of Household,Marié(e),Secondary education,Formally employed Government,40-50
354,Yes,Kenya,2018,Urban,Yes,1,29,Female,Head of Household,Célibataire,Tertiary education,Formally employed Private,20-30
355,No,Kenya,2018,Urban,Yes,4,18,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
356,No,Kenya,2018,Rural,No,7,67,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
357,No,Kenya,2018,Rural,No,3,71,Male,Head of Household,Marié(e),Secondary education,Informally employed,70-80
358,Yes,Kenya,2018,Urban,Yes,1,44,Male,Head of Household,Divorcé(e),Secondary education,Formally employed Government,40-50
359,Yes,Kenya,2018,Rural,Yes,3,23,Male,Child,Divorcé(e),Tertiary education,Farming and Fishing,20-30
360,No,Kenya,2018,Rural,Yes,8,55,Female,Head of Household,Marié(e),Secondary education,Remittance Dependent,50-60
361,No,Kenya,2018,Rural,No,6,20,Female,Child,Célibataire,Vocational/Specialised training,Remittance Dependent,10-20
362,No,Kenya,2018,Urban,Yes,9,37,Female,Head of Household,Marié(e),Secondary education,Informally employed,30-40
363,No,Kenya,2018,Urban,Yes,3,26,Female,Head of Household,Marié(e),Primary education,Formally employed Private,20-30
364,No,Kenya,2018,Rural,Yes,2,17,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
365,No,Kenya,2018,Rural,No,7,18,Female,Other relative,Célibataire,Secondary education,Remittance Dependent,10-20
366,No,Kenya,2018,Rural,No,1,72,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
367,No,Kenya,2018,Rural,No,1,86,Female,Head of Household,Veuf/Veuve,Primary education,Remittance Dependent,80+
368,No,Kenya,2018,Rural,No,6,22,Male,Child,Célibataire,Secondary education,Informally employed,20-30
369,No,Kenya,2018,Rural,Yes,3,28,Female,Head of Household,Marié(e),Vocational/Specialised training,Formally employed Private,20-30
370,No,Kenya,2018,Rural,Yes,4,71,Female,Spouse,Marié(e),Primary education,Farming and Fishing,70-80
371,No,Kenya,2018,Rural,Yes,3,95,Male,Head of Household,Marié(e),Primary education,Other Income,80+
372,No,Kenya,2018,Rural,No,3,68,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,60-70
373,No,Kenya,2018,Urban,Yes,16,33,Female,Spouse,Marié(e),No formal education,Remittance Dependent,30-40
374,No,Kenya,2018,Rural,No,6,23,Female,Child,Célibataire,Secondary education,Remittance Dependent,20-30
375,No,Kenya,2018,Rural,Yes,1,72,Female,Head of Household,Veuf/Veuve,Secondary education,Remittance Dependent,70-80
376,Yes,Kenya,2018,Urban,Yes,1,23,Male,Head of Household,Célibataire,Vocational/Specialised training,Remittance Dependent,20-30
377,Yes,Kenya,2018,Rural,Yes,2,43,Female,Spouse,Marié(e),Tertiary education,Farming and Fishing,40-50
378,No,Kenya,2018,Rural,No,4,50,Female,Head of Household,Veuf/Veuve,Primary education,Informally employed,40-50
379,No,Kenya,2018,Urban,Yes,3,23,Female,Child,Célibataire,Tertiary education,Remittance Dependent,20-30
380,No,Kenya,2018,Rural,Yes,6,31,Female,Spouse,Marié(e),Primary education,Self employed,30-40
381,Yes,Kenya,2018,Rural,Yes,10,17,Female,Spouse,Célibataire,Secondary education,Farming and Fishing,10-20
382,No,Kenya,2018,Rural,Yes,1,42,Male,Head of Household,Célibataire,Secondary education,Farming and Fishing,40-50
383,No,Kenya,2018,Urban,Yes,5,24,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
384,Yes,Kenya,2018,Urban,Yes,6,37,Male,Head of Household,Marié(e),Secondary education,Self employed,30-40
385,No,Kenya,2018,Rural,Yes,1,57,Male,Head of Household,Célibataire,Primary education,Self employed,50-60
386,No,Kenya,2018,Urban,No,2,17,Male,Child,Célibataire,Primary education,Remittance Dependent,10-20
387,No,Kenya,2018,Rural,Yes,2,52,Male,Head of Household,Marié(e),Primary education,Informally employed,50-60
388,No,Kenya,2018,Rural,No,2,20,Female,Spouse,Marié(e),Primary education,Remittance Dependent,10-20
389,No,Kenya,2018,Urban,Yes,5,25,Female,Child,Divorcé(e),Primary education,Self employed,20-30
390,No,Kenya,2018,Rural,Yes,3,52,Female,Spouse,Marié(e),Primary education,Farming and Fishing,50-60
391,No,Kenya,2018,Urban,No,7,18,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
392,No,Kenya,2018,Rural,Yes,5,23,Female,Other relative,Célibataire,Secondary education,Remittance Dependent,20-30
393,Yes,Kenya,2018,Urban,Yes,4,26,Female,Head of Household,Marié(e),Vocational/Specialised training,Remittance Dependent,20-30
394,No,Kenya,2018,Rural,No,1,48,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
395,No,Kenya,2018,Urban,No,1,75,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,70-80
396,No,Kenya,2018,Rural,Yes,7,37,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
397,No,Kenya,2018,Rural,No,4,25,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
398,Yes,Kenya,2018,Urban,Yes,1,21,Male,Head of Household,Célibataire,Secondary education,Formally employed Private,20-30
399,No,Kenya,2018,Rural,No,2,16,Male,Child,Célibataire,Primary education,Remittance Dependent,10-20
400,Yes,Kenya,2018,Urban,Yes,1,25,Female,Head of Household,Célibataire,Vocational/Specialised training,Other Income,20-30
401,Yes,Kenya,2018,Urban,Yes,1,29,Male,Head of Household,Marié(e),Tertiary education,Self employed,20-30
402,No,Kenya,2018,Urban,No,9,18,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
403,No,Kenya,2018,Rural,Yes,3,40,Female,Spouse,Marié(e),No formal education,Farming and Fishing,30-40
404,No,Kenya,2018,Urban,Yes,1,21,Male,Head of Household,Célibataire,Secondary education,Formally employed Private,20-30
405,No,Kenya,2018,Urban,No,3,19,Male,Child,Célibataire,Secondary education,Remittance Dependent,10-20
406,No,Kenya,2018,Rural,No,2,35,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
407,Yes,Kenya,2018,Urban,Yes,5,30,Male,Head of Household,Marié(e),Primary education,Formally employed Government,20-30
408,No,Kenya,2018,Urban,Yes,5,73,Male,Head of Household,Marié(e),Primary education,Other Income,70-80
409,No,Kenya,2018,Rural,Yes,7,71,Male,Head of Household,Marié(e),No formal education,Informally employed,70-80
